UID,UAge,USex,URace,UIdeo,UStance,AIFam,AIChatFreq,AIChatComf,AIForNews,EvaAIInfoConf,TrustAIInfo,CloseToSE,CloseToSM,CloseToNA,CloseToNW,IndepEvaConf,TrustNews,FactCheckFreq,FeelMisinfo,AIStance,NID,News,PreEva,PreConf,PostEva,PostConf,Truth,PoliBias,HumanTrustBias,PerceivedImprove,AIInterMean,PerceivedAIRole,AIJudge,AILackJudgeImp,GFeedback,WillRecommendAI,AIStanceLabel,AIStanceCode,UStanceLabel,UStanceCode,PreConfCode,PostConfCode,PreEvaCode,PostEvaCode,TruthCode,PerceivedImproveCode,UStanceLabel_S,AIStanceLabel_S,AIFamCode,UIdeoCode,AIChatFreqCode,IndepEvaConfCode,FactCheckFreqCode,AIChatComfCode,EvaAIInfoConfCode,TrustAIInfoCode,TrustNewsCode,FeelMisinfoCode,EngagementOverall,EngagementBehavioral,EngagementCognitive,EngagementEmotional,EngagementAutonomy,EngagementSocialPresence,ConvLength,AIEva,AICorrectness,weight,ConvRound
33,30,Male,White,Moderate,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,A few times a week,About once a day,About once a day,A few times a day or more,Somewhat confident,Mostly trust,Rarely,Rarely,This AI is a GPT-4o model prompted to be strong republican.,3,"Playgirl magazine ran a ""Sleep with Donald Trump"" contest promotion in 1990.",false,Moderately confident,false,Extremely confident,true,Neutral,Democrat,Somewhat,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Strong Republican,2,Somewhat Democrat,-1,0.6,1.0,-1,-1,1,3,Democrat,Republican,3,0.0,5,3.0,2,1.0,2.0,1.0,1,1.0,Low,1,1,1,1,1,16.0,0.2,0.1999999999999999,1.0508264492824495,2.0
33,30,Male,White,Moderate,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,A few times a week,About once a day,About once a day,A few times a day or more,Somewhat confident,Mostly trust,Rarely,Rarely,This AI is a GPT-4o model prompted to be strong republican.,9,"Project 2025, a proposed conservative blueprint for the next U.S. Republican presidential administration, has called to shut down the U.S. Department of Education.",true,Very confident,true,Extremely confident,true,Republican,Democrat,Somewhat,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Strong Republican,2,Somewhat Democrat,-1,0.8,1.0,1,1,1,3,Democrat,Republican,3,0.0,5,3.0,2,1.0,2.0,1.0,1,1.0,Low,1,1,1,0,1,10.0,1.0,1.0,0.9906360991819638,1.0
33,30,Male,White,Moderate,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,A few times a week,About once a day,About once a day,A few times a day or more,Somewhat confident,Mostly trust,Rarely,Rarely,This AI is a GPT-4o model prompted to be strong republican.,15,"Fox News aired a chyron that said, ""Kamala could be the oldest elected female president.""",true,Very confident,true,Very confident,false,Republican,Democrat,Somewhat,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Strong Republican,2,Somewhat Democrat,-1,0.8,0.8,1,1,-1,3,Democrat,Republican,3,0.0,5,3.0,2,1.0,2.0,1.0,1,1.0,Low,1,1,1,0,1,11.0,0.8,0.1999999999999999,1.1276383837425925,1.0
36,35,Male,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a day or more,About once a day,About once a day,Not very confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong democrat.,2,"During jury selection for Trump's hush-money trial, the judge asked a potential juror, ""It says here that you tweeted, ahem, and I quote 'f*** that treasonous orange s***gibbon and the dead ferret on his head' —is that accurate?"" The juror responded, ""The tweet speaks for itself, your honor.""",true,Slightly confident,false,Extremely confident,false,Democrat,Republican,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints","This AI's responses were succint, candid, and comforting. I highly recommend this tool for general use. Thank you for entrusting me with this comprehensive study. ",Very likely,Strong Democrat,-2,Strong Republican,2,0.4,1.0,1,-1,-1,5,Republican,Democrat,4,-3.0,6,2.0,3,2.0,3.0,2.0,-2,5.0,Moderate,2,2,2,1,2,104.0,0.1,0.9,0.8603871044901705,3.0
36,35,Male,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a day or more,About once a day,About once a day,Not very confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong democrat.,11,Donald Trump once suggested that people inject bleach or other disinfectants into their bodies to treat COVID-19.,true,Very confident,true,Extremely confident,false,Democrat,Democrat,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints","This AI's responses were succint, candid, and comforting. I highly recommend this tool for general use. Thank you for entrusting me with this comprehensive study. ",Very likely,Strong Democrat,-2,Strong Republican,2,0.8,1.0,1,1,-1,5,Republican,Democrat,4,-3.0,6,2.0,3,2.0,3.0,2.0,-2,5.0,Moderate,2,2,1,2,1,120.0,1.0,0.0,1.0,3.0
36,35,Male,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a day or more,About once a day,About once a day,Not very confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong democrat.,14,Mike Tyson says he's willing to box Olympic DUDE with all proceeds to go to a battered women's charity.,true,Extremely confident,false,Extremely confident,false,Democrat,Republican,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints","This AI's responses were succint, candid, and comforting. I highly recommend this tool for general use. Thank you for entrusting me with this comprehensive study. ",Very likely,Strong Democrat,-2,Strong Republican,2,1.0,1.0,1,-1,-1,5,Republican,Democrat,4,-3.0,6,2.0,3,2.0,3.0,2.0,-2,5.0,Moderate,2,2,2,2,2,86.0,0.1,0.9,0.9968513035582122,3.0
39,57,Female,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Very confident,Very trustworthy,About once a week,A few times a week,About once a month,A few times a week,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,1,Silent-era film actor Charlie Chaplin once lost a Charlie Chaplin look-alike contest.,false,Moderately confident,unsure,,unsure,Neutral,Republican,Quite a bit,Moderately meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Republican,2,0.6,0.0,-1,0,0,4,Republican,Republican,3,-2.0,3,4.0,4,1.0,3.0,2.0,1,4.0,Low,1,2,1,2,1,9.0,0.8,0.7,1.2699220801627915,1.0
39,57,Female,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Very confident,Very trustworthy,About once a week,A few times a week,About once a month,A few times a week,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,7,"Joe Biden referred to Egyptian President Abdel Fattah El-Sisi as ""the president of Mexico"" during remarks about the humanitarian crisis in the Gaza Strip.",true,Moderately confident,true,Very confident,true,Republican,Republican,Quite a bit,Moderately meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Republican,2,0.6,0.8,1,1,1,4,Republican,Republican,3,-2.0,3,4.0,4,1.0,3.0,2.0,1,4.0,High,3,3,2,2,2,293.0,0.5,0.5,0.5497466421911049,3.0
39,57,Female,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Very confident,Very trustworthy,About once a week,A few times a week,About once a month,A few times a week,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,17,"American flags were not visible at a rally supporting U.S. Vice President Kamala Harris' campaign, held on the campus of Temple University in Philadelphia, on Oct. 28, 2024.",true,Slightly confident,true,Slightly confident,true,Republican,Republican,Quite a bit,Moderately meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Republican,2,0.4,0.4,1,1,1,4,Republican,Republican,3,-2.0,3,4.0,4,1.0,3.0,2.0,1,4.0,High,3,3,2,2,2,289.0,0.8,0.8,1.0,3.0
42,56,Male,White,Moderate,Independent,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Neutral,No,Somewhat confident,Neutral,A few times a week,About once every few months,About once a month,About once a day,Somewhat confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,2,"During jury selection for Trump's hush-money trial, the judge asked a potential juror, ""It says here that you tweeted, ahem, and I quote 'f*** that treasonous orange s***gibbon and the dead ferret on his head' —is that accurate?"" The juror responded, ""The tweet speaks for itself, your honor.""",unsure,,false,Moderately confident,false,Democrat,Republican,Not at all,Slightly meaningful,Neither as a tool nor as an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"A.I. assistants, while they can be helpful, were still designed by humans.  Unless they're given strict guidelines to stay apolitical and strictly analytical giving only the facts then they're still just a novelty for people to use.",Neutral,Strong Republican,2,Independent,0,0.0,0.6,0,-1,-1,1,Independent,Republican,3,0.0,4,3.0,3,0.0,2.0,0.0,-2,5.0,Moderate,2,2,2,2,1,162.0,0.1,0.9,0.8610686014368966,3.0
42,56,Male,White,Moderate,Independent,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Neutral,No,Somewhat confident,Neutral,A few times a week,About once every few months,About once a month,About once a day,Somewhat confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,9,"Project 2025, a proposed conservative blueprint for the next U.S. Republican presidential administration, has called to shut down the U.S. Department of Education.",unsure,,true,Moderately confident,true,Republican,Democrat,Not at all,Slightly meaningful,Neither as a tool nor as an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"A.I. assistants, while they can be helpful, were still designed by humans.  Unless they're given strict guidelines to stay apolitical and strictly analytical giving only the facts then they're still just a novelty for people to use.",Neutral,Strong Republican,2,Independent,0,0.0,0.6,0,1,1,1,Independent,Republican,3,0.0,4,3.0,3,0.0,2.0,0.0,-2,5.0,Moderate,2,2,2,2,1,85.0,1.0,1.0,0.9906360991781016,1.0
42,56,Male,White,Moderate,Independent,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Neutral,No,Somewhat confident,Neutral,A few times a week,About once every few months,About once a month,About once a day,Somewhat confident,Fully distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,13,Donald Trump's Hollywood Walk of Fame star had a drain installed due to people repeatedly urinating on it.,false,Moderately confident,false,Moderately confident,false,Democrat,Democrat,Not at all,Slightly meaningful,Neither as a tool nor as an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"A.I. assistants, while they can be helpful, were still designed by humans.  Unless they're given strict guidelines to stay apolitical and strictly analytical giving only the facts then they're still just a novelty for people to use.",Neutral,Strong Republican,2,Independent,0,0.6,0.6,-1,-1,-1,1,Independent,Republican,3,0.0,4,3.0,3,0.0,2.0,0.0,-2,5.0,Moderate,2,2,2,2,2,99.0,0.2,0.8,0.7457958510029546,3.0
45,43,Female,White,Liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a week,A few times a week,About once a week,A few times a week,Somewhat confident,Mostly trust,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,3,"Playgirl magazine ran a ""Sleep with Donald Trump"" contest promotion in 1990.",true,Moderately confident,false,Extremely confident,true,Neutral,Democrat,Quite a bit,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"It was fine. The tool was very to the point and didnt respond to my opinions, either way.",Likely,Politically Neutral,0,Strong Democrat,-2,0.6,1.0,1,-1,1,4,Democrat,Neutral,3,2.0,3,3.0,3,1.0,2.0,1.0,1,2.0,Moderate,2,2,2,1,2,26.0,0.0,0.0,1.613199820355227,1.0
45,43,Female,White,Liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a week,A few times a week,About once a week,A few times a week,Somewhat confident,Mostly trust,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,9,"Project 2025, a proposed conservative blueprint for the next U.S. Republican presidential administration, has called to shut down the U.S. Department of Education.",true,Extremely confident,true,Extremely confident,true,Republican,Democrat,Quite a bit,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"It was fine. The tool was very to the point and didnt respond to my opinions, either way.",Likely,Politically Neutral,0,Strong Democrat,-2,1.0,1.0,1,1,1,4,Democrat,Neutral,3,2.0,3,3.0,3,1.0,2.0,1.0,1,2.0,Low,1,1,2,1,1,47.0,1.0,1.0,1.0,3.0
45,43,Female,White,Liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a week,A few times a week,About once a week,A few times a week,Somewhat confident,Mostly trust,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,15,"Fox News aired a chyron that said, ""Kamala could be the oldest elected female president.""",unsure,,true,Extremely confident,false,Republican,Democrat,Quite a bit,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"It was fine. The tool was very to the point and didnt respond to my opinions, either way.",Likely,Politically Neutral,0,Strong Democrat,-2,0.0,1.0,0,1,-1,4,Democrat,Neutral,3,2.0,3,3.0,3,1.0,2.0,1.0,1,2.0,Moderate,2,2,1,2,1,16.0,1.0,0.0,0.6563601752062567,1.0
